date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2020-03-13 00:00:00+00:00,1214.27,1214.4,1112.29,1174.99,3969973,1214.27,1214.4,1112.29,1174.99,3969973,0.0,1.0
2020-03-16 00:00:00+00:00,1073.0,1145.47,1067.08,1089.61,4825981,1073.0,1145.47,1067.08,1089.61,4825981,0.0,1.0
2020-03-17 00:00:00+00:00,1118.06,1126.0,1049.1,1090.64,4159686,1118.06,1126.0,1049.1,1090.64,4159686,0.0,1.0
2020-03-18 00:00:00+00:00,1091.19,1104.99,1037.0,1059.94,4636840,1091.19,1104.99,1037.0,1059.94,4636840,0.0,1.0
2020-03-19 00:00:00+00:00,1111.67,1152.61,1055.55,1088.22,3703248,1111.67,1152.61,1055.55,1088.22,3703248,0.0,1.0
2020-03-20 00:00:00+00:00,1068.21,1138.48,1062.1,1130.9,4143897,1068.21,1138.48,1062.1,1130.9,4143897,0.0,1.0
2020-03-23 00:00:00+00:00,1054.13,1066.91,1008.87,1056.37,4183629,1054.13,1066.91,1008.87,1056.37,4183629,0.0,1.0
2020-03-24 00:00:00+00:00,1130.01,1133.33,1086.43,1103.98,3623435,1130.01,1133.33,1086.43,1103.98,3623435,0.0,1.0
2020-03-25 00:00:00+00:00,1101.62,1146.17,1083.01,1124.58,4516162,1101.62,1146.17,1083.01,1124.58,4516162,0.0,1.0
2020-03-26 00:00:00+00:00,1162.92,1171.48,1092.03,1114.72,3834422,1162.92,1171.48,1092.03,1114.72,3834422,0.0,1.0
2020-03-27 00:00:00+00:00,1110.26,1151.05,1104.0,1127.47,3139661,1110.26,1151.05,1104.0,1127.47,3139661,0.0,1.0
2020-03-30 00:00:00+00:00,1146.31,1151.0,1098.49,1132.64,2936827,1146.31,1151.0,1098.49,1132.64,2936827,0.0,1.0
2020-03-31 00:00:00+00:00,1161.95,1173.4,1136.72,1148.73,3263971,1161.95,1173.4,1136.72,1148.73,3263971,0.0,1.0
2020-04-01 00:00:00+00:00,1102.1,1129.42,1093.49,1124.0,2598519,1102.1,1129.42,1093.49,1124.0,2598519,0.0,1.0
2020-04-02 00:00:00+00:00,1117.03,1122.77,1093.13,1100.0,2820534,1117.03,1122.77,1093.13,1100.0,2820534,0.0,1.0
2020-04-03 00:00:00+00:00,1092.7,1118.79,1075.08,1114.71,2568694,1092.7,1118.79,1075.08,1114.71,2568694,0.0,1.0
2020-04-06 00:00:00+00:00,1183.19,1190.75,1125.0,1133.0,3165991,1183.19,1190.75,1125.0,1133.0,3165991,0.0,1.0
2020-04-07 00:00:00+00:00,1182.56,1220.78,1177.25,1217.01,3080955,1182.56,1220.78,1177.25,1217.01,3080955,0.0,1.0
2020-04-08 00:00:00+00:00,1207.0,1214.9,1183.95,1203.1,2016713,1207.0,1214.9,1183.95,1203.1,2016713,0.0,1.0
2020-04-09 00:00:00+00:00,1206.57,1221.99,1192.42,1218.18,2701423,1206.57,1221.99,1192.42,1218.18,2701423,0.0,1.0
2020-04-13 00:00:00+00:00,1210.41,1214.52,1182.33,1201.5,1935128,1210.41,1214.52,1182.33,1201.5,1935128,0.0,1.0
2020-04-14 00:00:00+00:00,1265.23,1275.75,1228.54,1239.97,3167862,1265.23,1275.75,1228.54,1239.97,3167862,0.0,1.0
2020-04-15 00:00:00+00:00,1257.3,1275.11,1234.0,1246.51,2111842,1257.3,1275.11,1234.0,1246.51,2111842,0.0,1.0
2020-04-16 00:00:00+00:00,1257.43,1273.36,1238.2,1267.14,2894757,1257.43,1273.36,1238.2,1267.14,2894757,0.0,1.0
2020-04-17 00:00:00+00:00,1279.0,1290.0,1266.0,1281.7,2552824,1279.0,1290.0,1266.0,1281.7,2552824,0.0,1.0
2020-04-20 00:00:00+00:00,1261.15,1276.82,1256.44,1269.89,1764608,1261.15,1276.82,1256.44,1269.89,1764608,0.0,1.0
2020-04-21 00:00:00+00:00,1212.16,1250.0,1205.0,1242.71,2482404,1212.16,1250.0,1205.0,1242.71,2482404,0.0,1.0
2020-04-22 00:00:00+00:00,1258.41,1279.88,1237.2,1241.11,2315792,1258.41,1279.88,1237.2,1241.11,2315792,0.0,1.0
2020-04-23 00:00:00+00:00,1271.17,1288.15,1260.53,1265.74,1710122,1271.17,1288.15,1260.53,1265.74,1710122,0.0,1.0
2020-04-24 00:00:00+00:00,1276.6,1277.71,1244.0,1255.0,1872004,1276.6,1277.71,1244.0,1255.0,1872004,0.0,1.0
2020-04-27 00:00:00+00:00,1270.86,1294.1,1265.06,1292.0,2209333,1270.86,1294.1,1265.06,1292.0,2209333,0.0,1.0
2020-04-28 00:00:00+00:00,1232.59,1284.76,1230.38,1283.2,4035007,1232.59,1284.76,1230.38,1283.2,4035007,0.0,1.0
2020-04-29 00:00:00+00:00,1342.18,1360.15,1326.73,1345.0,5417888,1342.18,1360.15,1326.73,1345.0,5417888,0.0,1.0
2020-04-30 00:00:00+00:00,1346.7,1350.0,1321.5,1331.36,2792124,1346.7,1350.0,1321.5,1331.36,2792124,0.0,1.0
2020-05-01 00:00:00+00:00,1317.32,1351.43,1309.66,1324.09,2443554,1317.32,1351.43,1309.66,1324.09,2443554,0.0,1.0
2020-05-04 00:00:00+00:00,1322.9,1324.47,1296.01,1308.13,1540347,1322.9,1324.47,1296.01,1308.13,1540347,0.0,1.0
2020-05-05 00:00:00+00:00,1349.02,1371.01,1335.03,1337.5,1983318,1349.02,1371.01,1335.03,1337.5,1983318,0.0,1.0
2020-05-06 00:00:00+00:00,1345.43,1368.69,1345.13,1358.0,1586629,1345.43,1368.69,1345.13,1358.0,1586629,0.0,1.0
2020-05-07 00:00:00+00:00,1369.28,1376.0,1352.54,1361.31,1535819,1369.28,1376.0,1352.54,1361.31,1535819,0.0,1.0
2020-05-08 00:00:00+00:00,1384.34,1396.64,1372.01,1381.82,1666487,1384.34,1396.64,1372.01,1381.82,1666487,0.0,1.0
2020-05-11 00:00:00+00:00,1403.59,1415.53,1375.5,1376.79,1635856,1403.59,1415.53,1375.5,1376.79,1635856,0.0,1.0
2020-05-12 00:00:00+00:00,1375.18,1414.33,1374.51,1408.22,1695874,1375.18,1414.33,1374.51,1408.22,1695874,0.0,1.0
2020-05-13 00:00:00+00:00,1348.33,1385.33,1328.01,1376.16,2018404,1348.33,1385.33,1328.01,1376.16,2018404,0.0,1.0
2020-05-14 00:00:00+00:00,1356.86,1357.37,1323.3,1333.52,1833017,1356.86,1357.37,1323.3,1333.52,1833017,0.0,1.0
2020-05-15 00:00:00+00:00,1373.06,1374.58,1339.0,1348.26,2077199,1373.06,1374.58,1339.0,1348.26,2077199,0.0,1.0
2020-05-18 00:00:00+00:00,1385.18,1392.76,1354.2,1361.58,2356449,1385.18,1392.76,1354.2,1361.58,2356449,0.0,1.0
2020-05-19 00:00:00+00:00,1374.4,1392.49,1373.76,1385.48,1579250,1374.4,1392.49,1373.76,1385.48,1579250,0.0,1.0
2020-05-20 00:00:00+00:00,1409.16,1412.03,1387.42,1389.16,1913133,1409.16,1412.03,1387.42,1389.16,1913133,0.0,1.0
2020-05-21 00:00:00+00:00,1406.75,1416.46,1394.39,1410.99,1537428,1406.75,1416.46,1394.39,1410.99,1537428,0.0,1.0
2020-05-22 00:00:00+00:00,1413.24,1417.0,1395.95,1403.9,1427206,1413.24,1417.0,1395.95,1403.9,1427206,0.0,1.0
2020-05-26 00:00:00+00:00,1421.37,1445.11,1419.39,1441.96,2229488,1421.37,1445.11,1419.39,1441.96,2229488,0.0,1.0
2020-05-27 00:00:00+00:00,1420.28,1425.35,1394.6,1420.0,1584185,1420.28,1425.35,1394.6,1420.0,1584185,0.0,1.0
2020-05-28 00:00:00+00:00,1418.24,1444.46,1399.08,1400.0,1759787,1418.24,1444.46,1399.08,1400.0,1759787,0.0,1.0
2020-05-29 00:00:00+00:00,1433.52,1436.73,1415.98,1420.43,1852522,1433.52,1436.73,1415.98,1420.43,1852522,0.0,1.0
2020-06-01 00:00:00+00:00,1434.87,1441.58,1422.28,1425.7,1259254,1434.87,1441.58,1422.28,1425.7,1259254,0.0,1.0
2020-06-02 00:00:00+00:00,1442.31,1443.0,1421.61,1435.0,1172069,1442.31,1443.0,1421.61,1435.0,1172069,0.0,1.0
2020-06-03 00:00:00+00:00,1439.25,1449.01,1431.62,1442.7,1386640,1439.25,1449.01,1431.62,1442.7,1386640,0.0,1.0
2020-06-04 00:00:00+00:00,1414.3,1441.32,1406.01,1436.78,1349105,1414.3,1441.32,1406.01,1436.78,1349105,0.0,1.0
2020-06-05 00:00:00+00:00,1440.02,1446.3,1407.62,1415.64,2132350,1440.02,1446.3,1407.62,1415.64,2132350,0.0,1.0
2020-06-08 00:00:00+00:00,1448.04,1449.0,1424.48,1426.28,1693881,1448.04,1449.0,1424.48,1426.28,1693881,0.0,1.0
2020-06-09 00:00:00+00:00,1452.08,1467.8,1442.36,1445.24,1681155,1452.08,1467.8,1442.36,1445.24,1681155,0.0,1.0
2020-06-10 00:00:00+00:00,1464.7,1472.77,1454.36,1461.51,1588116,1464.7,1472.77,1454.36,1461.51,1588116,0.0,1.0
2020-06-11 00:00:00+00:00,1401.9,1451.6,1398.41,1441.03,2357243,1401.9,1451.6,1398.41,1441.03,2357243,0.0,1.0
2020-06-12 00:00:00+00:00,1412.92,1434.51,1385.8,1425.86,1833756,1412.92,1434.51,1385.8,1425.86,1833756,0.0,1.0
2020-06-15 00:00:00+00:00,1420.74,1425.0,1387.2,1389.49,1527652,1420.74,1425.0,1387.2,1389.49,1527652,0.0,1.0
2020-06-16 00:00:00+00:00,1446.47,1457.17,1428.99,1449.0,1534826,1446.47,1457.17,1428.99,1449.0,1534826,0.0,1.0
2020-06-17 00:00:00+00:00,1452.54,1462.2,1435.12,1452.94,1530500,1452.54,1462.2,1435.12,1452.94,1530500,0.0,1.0
2020-06-18 00:00:00+00:00,1434.12,1452.97,1426.23,1449.85,1743071,1434.12,1452.97,1426.23,1449.85,1743071,0.0,1.0
2020-06-19 00:00:00+00:00,1424.64,1444.5,1419.0,1440.0,2639167,1424.64,1444.5,1419.0,1440.0,2639167,0.0,1.0
2020-06-22 00:00:00+00:00,1450.66,1450.95,1419.19,1425.01,1472072,1450.66,1450.95,1419.19,1425.01,1472072,0.0,1.0
2020-06-23 00:00:00+00:00,1463.98,1475.2,1445.0,1452.0,1887583,1463.98,1475.2,1445.0,1452.0,1887583,0.0,1.0
2020-06-24 00:00:00+00:00,1432.7,1475.79,1430.0,1463.28,1579579,1432.7,1475.79,1430.0,1463.28,1579579,0.0,1.0
2020-06-25 00:00:00+00:00,1441.1,1442.32,1419.54,1431.22,1197907,1441.1,1442.32,1419.54,1431.22,1197907,0.0,1.0
2020-06-26 00:00:00+00:00,1362.54,1437.02,1355.0,1432.63,4882014,1362.54,1437.02,1355.0,1432.63,4882014,0.0,1.0
2020-06-29 00:00:00+00:00,1397.17,1398.0,1351.65,1360.34,2253678,1397.17,1398.0,1351.65,1360.34,2253678,0.0,1.0
2020-06-30 00:00:00+00:00,1418.05,1424.0,1386.93,1396.88,2014320,1418.05,1424.0,1386.93,1396.88,2014320,0.0,1.0
2020-07-01 00:00:00+00:00,1442.0,1448.48,1414.18,1419.17,2109566,1442.0,1448.48,1414.18,1419.17,2109566,0.0,1.0
2020-07-02 00:00:00+00:00,1469.93,1488.52,1451.07,1451.84,2861202,1469.93,1488.52,1451.07,1451.84,2861202,0.0,1.0
2020-07-06 00:00:00+00:00,1499.65,1510.0,1476.98,1488.15,2235630,1499.65,1510.0,1476.98,1488.15,2235630,0.0,1.0
2020-07-07 00:00:00+00:00,1489.92,1521.32,1489.7,1496.13,2118194,1489.92,1521.32,1489.7,1496.13,2118194,0.0,1.0
2020-07-08 00:00:00+00:00,1503.6,1511.17,1492.3,1500.8,1588304,1503.6,1511.17,1492.3,1500.8,1588304,0.0,1.0
2020-07-09 00:00:00+00:00,1518.66,1529.14,1495.59,1509.93,2092013,1518.66,1529.14,1495.59,1509.93,2092013,0.0,1.0
2020-07-10 00:00:00+00:00,1539.01,1541.34,1500.72,1513.25,1796063,1539.01,1541.34,1500.72,1513.25,1796063,0.0,1.0
2020-07-13 00:00:00+00:00,1512.23,1576.36,1506.56,1549.94,2147729,1512.23,1576.36,1506.56,1549.94,2147729,0.0,1.0
2020-07-14 00:00:00+00:00,1520.86,1522.8,1485.93,1492.79,1905405,1520.86,1522.8,1485.93,1492.79,1905405,0.0,1.0
2020-07-15 00:00:00+00:00,1516.88,1536.33,1497.83,1523.23,1551326,1516.88,1536.33,1497.83,1523.23,1551326,0.0,1.0
2020-07-16 00:00:00+00:00,1514.92,1515.91,1488.27,1501.5,1324228,1514.92,1515.91,1488.27,1501.5,1324228,0.0,1.0
2020-07-17 00:00:00+00:00,1516.85,1523.43,1498.1,1516.91,1713251,1516.85,1523.43,1498.1,1516.91,1713251,0.0,1.0
2020-07-20 00:00:00+00:00,1563.84,1569.01,1502.7,1515.0,1490634,1563.84,1569.01,1502.7,1515.0,1490634,0.0,1.0
2020-07-21 00:00:00+00:00,1555.92,1587.05,1552.62,1585.03,1328089,1555.92,1587.05,1552.62,1585.03,1328089,0.0,1.0
2020-07-22 00:00:00+00:00,1564.85,1566.98,1543.23,1555.71,1224100,1564.85,1566.98,1543.23,1555.71,1224100,0.0,1.0
2020-07-23 00:00:00+00:00,1516.75,1570.35,1508.59,1565.93,1695498,1516.75,1570.35,1508.59,1565.93,1695498,0.0,1.0
2020-07-24 00:00:00+00:00,1508.21,1515.4273,1487.59,1499.19,1495381,1508.21,1515.4273,1487.59,1499.19,1495381,0.0,1.0
2020-07-27 00:00:00+00:00,1529.43,1537.56,1512.33,1513.26,1356185,1529.43,1537.56,1512.33,1513.26,1356185,0.0,1.0
2020-07-28 00:00:00+00:00,1503.65,1526.01,1500.52,1525.0,1545534,1503.65,1526.01,1500.52,1525.0,1545534,0.0,1.0
2020-07-29 00:00:00+00:00,1523.51,1533.33,1503.01,1505.0,1133773,1523.51,1533.33,1503.01,1505.0,1133773,0.0,1.0
2020-07-30 00:00:00+00:00,1538.37,1540.89,1495.17,1497.97,1802121,1538.37,1540.89,1495.17,1497.97,1802121,0.0,1.0
2020-07-31 00:00:00+00:00,1487.95,1505.02,1454.0,1497.05,4576382,1487.95,1505.02,1454.0,1497.05,4576382,0.0,1.0
2020-08-03 00:00:00+00:00,1482.76,1497.73,1471.72,1491.0,2276085,1482.76,1497.73,1471.72,1491.0,2276085,0.0,1.0
2020-08-04 00:00:00+00:00,1473.3,1493.11,1464.03,1486.71,1860609,1473.3,1493.11,1464.03,1486.71,1860609,0.0,1.0
2020-08-05 00:00:00+00:00,1479.09,1490.0,1471.215,1476.82,1457518,1479.09,1490.0,1471.215,1476.82,1457518,0.0,1.0
2020-08-06 00:00:00+00:00,1504.95,1506.27,1471.9,1476.15,1665261,1504.95,1506.27,1471.9,1476.15,1665261,0.0,1.0
2020-08-07 00:00:00+00:00,1498.37,1520.09,1486.27,1509.04,1386294,1498.37,1520.09,1486.27,1509.04,1386294,0.0,1.0
2020-08-10 00:00:00+00:00,1496.82,1507.15,1477.4901,1490.8,1027329,1496.82,1507.15,1477.4901,1490.8,1027329,0.0,1.0
2020-08-11 00:00:00+00:00,1480.54,1510.44,1478.19,1494.0,1554853,1480.54,1510.44,1478.19,1494.0,1554853,0.0,1.0
2020-08-12 00:00:00+00:00,1507.24,1511.67,1485.0,1487.1245,1126560,1507.24,1511.67,1485.0,1487.1245,1126560,0.0,1.0
2020-08-13 00:00:00+00:00,1516.65,1536.9744,1508.21,1508.21,1119711,1516.65,1536.9744,1508.21,1508.21,1119711,0.0,1.0
2020-08-14 00:00:00+00:00,1504.63,1519.785,1499.0,1513.61,1097059,1504.63,1519.785,1499.0,1513.61,1097059,0.0,1.0
2020-08-17 00:00:00+00:00,1516.24,1523.78,1505.0,1515.97,998010,1516.24,1523.78,1505.0,1515.97,998010,0.0,1.0
2020-08-18 00:00:00+00:00,1555.78,1557.37,1521.665,1526.12,1418850,1555.78,1557.37,1521.665,1526.12,1418850,0.0,1.0
2020-08-19 00:00:00+00:00,1544.61,1568.86,1540.0,1552.49,1523592,1544.61,1568.86,1540.0,1552.49,1523592,0.0,1.0
2020-08-20 00:00:00+00:00,1576.25,1580.17,1534.46,1539.97,1319131,1576.25,1580.17,1534.46,1539.97,1319131,0.0,1.0
2020-08-21 00:00:00+00:00,1575.57,1591.88,1562.31,1571.8,1742275,1575.57,1591.88,1562.31,1571.8,1742275,0.0,1.0
2020-08-24 00:00:00+00:00,1585.15,1608.78,1575.04,1592.47,1281893,1585.15,1608.78,1575.04,1592.47,1281893,0.0,1.0
2020-08-25 00:00:00+00:00,1605.85,1608.88,1577.88,1580.1,1257463,1605.85,1608.88,1577.88,1580.1,1257463,0.0,1.0
2020-08-26 00:00:00+00:00,1644.13,1652.79,1600.9754,1606.3,2609363,1644.13,1652.79,1600.9754,1606.3,2609363,0.0,1.0
2020-08-27 00:00:00+00:00,1628.52,1647.99,1618.8137,1646.61,1567503,1628.52,1647.99,1618.8137,1646.61,1567503,0.0,1.0
2020-08-28 00:00:00+00:00,1639.43,1641.35,1625.605,1629.47,1121195,1639.43,1641.35,1625.605,1629.47,1121195,0.0,1.0
2020-08-31 00:00:00+00:00,1629.53,1644.5,1625.33,1643.57,1321097,1629.53,1644.5,1625.33,1643.57,1321097,0.0,1.0
2020-09-01 00:00:00+00:00,1655.08,1659.22,1629.53,1632.16,1133766,1655.08,1659.22,1629.53,1632.16,1133766,0.0,1.0
2020-09-02 00:00:00+00:00,1717.39,1726.1022,1660.19,1668.01,2476072,1717.39,1726.1022,1660.19,1668.01,2476072,0.0,1.0
2020-09-03 00:00:00+00:00,1629.51,1700.0,1607.71,1699.52,3186287,1629.51,1700.0,1607.71,1699.52,3186287,0.0,1.0
2020-09-04 00:00:00+00:00,1581.21,1634.99,1537.9701,1609.0,2792533,1581.21,1634.99,1537.9701,1609.0,2792533,0.0,1.0
2020-09-08 00:00:00+00:00,1523.6,1555.55,1516.5,1525.0,2701586,1523.6,1555.55,1516.5,1525.0,2701586,0.0,1.0
2020-09-09 00:00:00+00:00,1547.23,1558.72,1525.17,1548.9,1962078,1547.23,1558.72,1525.17,1548.9,1962078,0.0,1.0
2020-09-10 00:00:00+00:00,1526.05,1573.66,1520.0,1550.18,1651194,1526.05,1573.66,1520.0,1550.18,1651194,0.0,1.0
2020-09-11 00:00:00+00:00,1515.76,1538.695,1493.02,1528.15,1535337,1515.76,1538.695,1493.02,1528.15,1535337,0.0,1.0
2020-09-14 00:00:00+00:00,1508.83,1557.0,1505.11,1531.6471,2133007,1508.83,1557.0,1505.11,1531.6471,2133007,0.0,1.0
2020-09-15 00:00:00+00:00,1535.12,1550.99,1522.1,1527.89,1152055,1535.12,1550.99,1522.1,1527.89,1152055,0.0,1.0
2020-09-16 00:00:00+00:00,1512.09,1554.37,1511.59,1542.48,1107169,1512.09,1554.37,1511.59,1542.48,1107169,0.0,1.0
2020-09-17 00:00:00+00:00,1487.04,1498.66,1462.46,1485.81,2000356,1487.04,1498.66,1462.46,1485.81,2000356,0.0,1.0
2020-09-18 00:00:00+00:00,1451.09,1495.2,1431.62,1488.3,3152788,1451.09,1495.2,1431.62,1488.3,3152788,0.0,1.0
2020-09-21 00:00:00+00:00,1430.14,1440.06,1402.68,1431.62,2845405,1430.14,1440.06,1402.68,1431.62,2845405,0.0,1.0
2020-09-22 00:00:00+00:00,1459.82,1463.97,1429.495,1450.32,1697542,1459.82,1463.97,1429.495,1450.32,1697542,0.0,1.0
2020-09-23 00:00:00+00:00,1409.39,1453.08,1402.68,1452.09,1886299,1409.39,1453.08,1402.68,1452.09,1886299,0.0,1.0
2020-09-24 00:00:00+00:00,1422.86,1437.99,1402.15,1402.68,1727611,1422.86,1437.99,1402.15,1402.68,1727611,0.0,1.0
2020-09-25 00:00:00+00:00,1439.06,1445.94,1407.68,1425.05,1516677,1439.06,1445.94,1407.68,1425.05,1516677,0.0,1.0
2020-09-28 00:00:00+00:00,1458.66,1472.99,1446.28,1471.99,1539236,1458.66,1472.99,1446.28,1471.99,1539236,0.0,1.0
2020-09-29 00:00:00+00:00,1466.02,1472.0,1454.0,1463.91,1591112,1466.02,1472.0,1454.0,1463.91,1591112,0.0,1.0
2020-09-30 00:00:00+00:00,1465.6,1486.1975,1455.755,1460.935,2046170,1465.6,1486.1975,1455.755,1460.935,2046170,0.0,1.0
2020-10-01 00:00:00+00:00,1487.9,1495.07,1476.8,1483.6608,1644221,1487.9,1495.07,1476.8,1483.6608,1644221,0.0,1.0
